Date,pharm_classes,Actual_Rx
2024-10-13,"Biguanide, Biguanides",12
2024-10-13,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",10
2024-10-13,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",15
2024-10-13,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",9
2024-10-13,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2024-10-13,"Increased Diuresis at Loop of Henle, Loop Diuretic",7
2024-10-13,"Increased Diuresis, Thiazide Diuretic, Thiazides",10
2024-10-13,"Insulin Analog, Insulin",14
2024-10-13,"Macrolide Antimicrobial, Macrolides",6
2024-10-13,"Penicillin-class Antibacterial, Penicillins",23
2024-10-13,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2024-10-13,"Thyroxine, l-Thyroxine",7
2024-10-14,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",19
2024-10-14,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2024-10-14,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",8
2024-10-14,"Biguanide, Biguanides",14
2024-10-14,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",10
2024-10-14,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",9
2024-10-14,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",10
2024-10-14,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",12
2024-10-14,"Increased Diuresis at Loop of Henle, Loop Diuretic",8
2024-10-14,"Increased Diuresis, Thiazide Diuretic, Thiazides",16
2024-10-14,"Insulin Analog, Insulin",13
2024-10-14,"Macrolide Antimicrobial, Macrolides",11
2024-10-14,"Penicillin-class Antibacterial, Penicillins",18
2024-10-14,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2024-10-14,"Thyroxine, l-Thyroxine",9
2024-10-15,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",13
2024-10-15,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2024-10-15,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",8
2024-10-15,"Biguanide, Biguanides",8
2024-10-15,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",16
2024-10-15,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",8
2024-10-15,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",5
2024-10-15,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2024-10-15,"Increased Diuresis at Loop of Henle, Loop Diuretic",7
2024-10-15,"Increased Diuresis, Thiazide Diuretic, Thiazides",15
2024-10-15,"Insulin Analog, Insulin",11
2024-10-15,"Macrolide Antimicrobial, Macrolides",10
2024-10-15,"Penicillin-class Antibacterial, Penicillins",20
2024-10-15,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2024-10-15,"Thyroxine, l-Thyroxine",8
2024-10-16,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",18
2024-10-16,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",15
2024-10-16,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",10
2024-10-16,"Biguanide, Biguanides",19
2024-10-16,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",17
2024-10-16,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",10
2024-10-16,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",9
2024-10-16,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2024-10-16,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2024-10-16,"Increased Diuresis, Thiazide Diuretic, Thiazides",12
2024-10-16,"Insulin Analog, Insulin",12
2024-10-16,"Macrolide Antimicrobial, Macrolides",6
2024-10-16,"Penicillin-class Antibacterial, Penicillins",16
2024-10-16,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2024-10-16,"Thyroxine, l-Thyroxine",10
2024-10-17,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",21
2024-10-17,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2024-10-17,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",9
2024-10-17,"Biguanide, Biguanides",13
2024-10-17,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",12
2024-10-17,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",12
2024-10-17,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",9
2024-10-17,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2024-10-17,"Increased Diuresis at Loop of Henle, Loop Diuretic",10
2024-10-17,"Increased Diuresis, Thiazide Diuretic, Thiazides",12
2024-10-17,"Insulin Analog, Insulin",11
2024-10-17,"Macrolide Antimicrobial, Macrolides",6
2024-10-17,"Penicillin-class Antibacterial, Penicillins",28
2024-10-17,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2024-10-17,"Thyroxine, l-Thyroxine",12
2024-10-18,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",15
2024-10-18,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",14
2024-10-18,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",2
2024-10-18,"Biguanide, Biguanides",19
2024-10-18,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",10
2024-10-18,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",11
2024-10-18,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",4
2024-10-18,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2024-10-18,"Increased Diuresis at Loop of Henle, Loop Diuretic",2
2024-10-18,"Increased Diuresis, Thiazide Diuretic, Thiazides",9
2024-10-18,"Insulin Analog, Insulin",8
2024-10-18,"Macrolide Antimicrobial, Macrolides",7
2024-10-18,"Penicillin-class Antibacterial, Penicillins",21
2024-10-18,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",4
2024-10-18,"Thyroxine, l-Thyroxine",10
2024-10-19,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",17
2024-10-19,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",14
2024-10-19,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",5
2024-10-19,"Biguanide, Biguanides",11
2024-10-19,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",7
2024-10-19,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",12
2024-10-19,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",10
2024-10-19,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2024-10-19,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2024-10-19,"Increased Diuresis, Thiazide Diuretic, Thiazides",5
2024-10-19,"Insulin Analog, Insulin",9
2024-10-19,"Macrolide Antimicrobial, Macrolides",7
2024-10-19,"Penicillin-class Antibacterial, Penicillins",18
2024-10-19,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2024-10-19,"Thyroxine, l-Thyroxine",9
2024-10-20,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",17
2024-10-20,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2024-10-20,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",6
2024-10-20,"Biguanide, Biguanides",9
2024-10-20,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",14
2024-10-20,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",6
2024-10-20,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",12
2024-10-20,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",10
2024-10-20,"Increased Diuresis at Loop of Henle, Loop Diuretic",10
2024-10-20,"Increased Diuresis, Thiazide Diuretic, Thiazides",14
2024-10-20,"Insulin Analog, Insulin",10
2024-10-20,"Macrolide Antimicrobial, Macrolides",9
2024-10-20,"Penicillin-class Antibacterial, Penicillins",29
2024-10-20,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2024-10-20,"Thyroxine, l-Thyroxine",10
2024-10-21,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",18
2024-10-21,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",7
2024-10-21,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",9
2024-10-21,"Biguanide, Biguanides",17
2024-10-21,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",17
2024-10-21,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",14
2024-10-21,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",8
2024-10-21,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2024-10-21,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2024-10-21,"Increased Diuresis, Thiazide Diuretic, Thiazides",18
2024-10-21,"Insulin Analog, Insulin",5
2024-10-21,"Macrolide Antimicrobial, Macrolides",8
2024-10-21,"Penicillin-class Antibacterial, Penicillins",19
2024-10-21,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2024-10-21,"Thyroxine, l-Thyroxine",12
2024-10-22,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",18
2024-10-22,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",10
2024-10-22,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",11
2024-10-22,"Biguanide, Biguanides",17
2024-10-22,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",13
2024-10-22,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",9
2024-10-22,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",10
2024-10-22,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",15
2024-10-22,"Increased Diuresis at Loop of Henle, Loop Diuretic",7
2024-10-22,"Increased Diuresis, Thiazide Diuretic, Thiazides",7
2024-10-22,"Insulin Analog, Insulin",13
2024-10-22,"Macrolide Antimicrobial, Macrolides",5
2024-10-22,"Penicillin-class Antibacterial, Penicillins",18
2024-10-22,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2024-10-22,"Thyroxine, l-Thyroxine",7
2024-10-23,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",19
2024-10-23,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2024-10-23,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",6
2024-10-23,"Biguanide, Biguanides",9
2024-10-23,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",11
2024-10-23,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",9
2024-10-23,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",8
2024-10-23,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",4
2024-10-23,"Increased Diuresis at Loop of Henle, Loop Diuretic",8
2024-10-23,"Increased Diuresis, Thiazide Diuretic, Thiazides",14
2024-10-23,"Insulin Analog, Insulin",11
2024-10-23,"Macrolide Antimicrobial, Macrolides",8
2024-10-23,"Penicillin-class Antibacterial, Penicillins",19
2024-10-23,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2024-10-23,"Thyroxine, l-Thyroxine",11
2024-10-24,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",21
2024-10-24,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2024-10-24,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",7
2024-10-24,"Biguanide, Biguanides",16
2024-10-24,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",10
2024-10-24,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",6
2024-10-24,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",9
2024-10-24,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2024-10-24,"Increased Diuresis at Loop of Henle, Loop Diuretic",8
2024-10-24,"Increased Diuresis, Thiazide Diuretic, Thiazides",18
2024-10-24,"Insulin Analog, Insulin",9
2024-10-24,"Macrolide Antimicrobial, Macrolides",7
2024-10-24,"Penicillin-class Antibacterial, Penicillins",12
2024-10-24,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2024-10-24,"Thyroxine, l-Thyroxine",15
2024-10-25,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",22
2024-10-25,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",5
2024-10-25,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",9
2024-10-25,"Biguanide, Biguanides",18
2024-10-25,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",8
2024-10-25,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",11
2024-10-25,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",10
2024-10-25,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",10
2024-10-25,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2024-10-25,"Increased Diuresis, Thiazide Diuretic, Thiazides",8
2024-10-25,"Insulin Analog, Insulin",15
2024-10-25,"Macrolide Antimicrobial, Macrolides",6
2024-10-25,"Penicillin-class Antibacterial, Penicillins",19
2024-10-25,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",3
2024-10-25,"Thyroxine, l-Thyroxine",13
2024-10-26,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",13
2024-10-26,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",20
2024-10-26,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",8
2024-10-26,"Biguanide, Biguanides",10
2024-10-26,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",14
2024-10-26,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",12
2024-10-26,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",9
2024-10-26,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2024-10-26,"Increased Diuresis at Loop of Henle, Loop Diuretic",5
2024-10-26,"Increased Diuresis, Thiazide Diuretic, Thiazides",7
2024-10-26,"Insulin Analog, Insulin",13
2024-10-26,"Macrolide Antimicrobial, Macrolides",6
2024-10-26,"Penicillin-class Antibacterial, Penicillins",17
2024-10-26,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",11
2024-10-26,"Thyroxine, l-Thyroxine",8
2024-10-27,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",17
2024-10-27,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",6
2024-10-27,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",10
2024-10-27,"Biguanide, Biguanides",11
2024-10-27,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",12
2024-10-27,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",9
2024-10-27,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",9
2024-10-27,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2024-10-27,"Increased Diuresis at Loop of Henle, Loop Diuretic",3
2024-10-27,"Increased Diuresis, Thiazide Diuretic, Thiazides",11
2024-10-27,"Insulin Analog, Insulin",11
2024-10-27,"Macrolide Antimicrobial, Macrolides",3
2024-10-27,"Penicillin-class Antibacterial, Penicillins",18
2024-10-27,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2024-10-27,"Thyroxine, l-Thyroxine",17
2024-10-28,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",10
2024-10-28,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",9
2024-10-28,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",13
2024-10-28,"Biguanide, Biguanides",9
2024-10-28,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",3
2024-10-28,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",5
2024-10-28,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",8
2024-10-28,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2024-10-28,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2024-10-28,"Increased Diuresis, Thiazide Diuretic, Thiazides",18
2024-10-28,"Insulin Analog, Insulin",5
2024-10-28,"Macrolide Antimicrobial, Macrolides",10
2024-10-28,"Penicillin-class Antibacterial, Penicillins",23
2024-10-28,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2024-10-28,"Thyroxine, l-Thyroxine",15
2024-10-29,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",19
2024-10-29,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",15
2024-10-29,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",9
2024-10-29,"Biguanide, Biguanides",9
2024-10-29,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",5
2024-10-29,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",5
2024-10-29,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",6
2024-10-29,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",10
2024-10-29,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2024-10-29,"Increased Diuresis, Thiazide Diuretic, Thiazides",16
2024-10-29,"Insulin Analog, Insulin",11
2024-10-29,"Macrolide Antimicrobial, Macrolides",3
2024-10-29,"Penicillin-class Antibacterial, Penicillins",19
2024-10-29,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2024-10-29,"Thyroxine, l-Thyroxine",11
2024-10-30,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",15
2024-10-30,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",10
2024-10-30,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",10
2024-10-30,"Biguanide, Biguanides",13
2024-10-30,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",14
2024-10-30,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",9
2024-10-30,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",11
2024-10-30,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2024-10-30,"Increased Diuresis at Loop of Henle, Loop Diuretic",3
2024-10-30,"Increased Diuresis, Thiazide Diuretic, Thiazides",19
2024-10-30,"Insulin Analog, Insulin",13
2024-10-30,"Macrolide Antimicrobial, Macrolides",8
2024-10-30,"Penicillin-class Antibacterial, Penicillins",17
2024-10-30,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",4
2024-10-30,"Thyroxine, l-Thyroxine",10
2024-10-31,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",14
2024-10-31,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",9
2024-10-31,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",3
2024-10-31,"Biguanide, Biguanides",7
2024-10-31,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",9
2024-10-31,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",7
2024-10-31,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",8
2024-10-31,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2024-10-31,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2024-10-31,"Increased Diuresis, Thiazide Diuretic, Thiazides",9
2024-10-31,"Insulin Analog, Insulin",6
2024-10-31,"Macrolide Antimicrobial, Macrolides",6
2024-10-31,"Penicillin-class Antibacterial, Penicillins",20
2024-10-31,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2024-10-31,"Thyroxine, l-Thyroxine",14
2024-11-01,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",21
2024-11-01,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",12
2024-11-01,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",9
2024-11-01,"Biguanide, Biguanides",13
2024-11-01,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",3
2024-11-01,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",4
2024-11-01,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",8
2024-11-01,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2024-11-01,"Increased Diuresis at Loop of Henle, Loop Diuretic",8
2024-11-01,"Increased Diuresis, Thiazide Diuretic, Thiazides",8
2024-11-01,"Insulin Analog, Insulin",9
2024-11-01,"Macrolide Antimicrobial, Macrolides",8
2024-11-01,"Penicillin-class Antibacterial, Penicillins",17
2024-11-01,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2024-11-01,"Thyroxine, l-Thyroxine",8
2024-11-02,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",15
2024-11-02,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",18
2024-11-02,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",10
2024-11-02,"Biguanide, Biguanides",14
2024-11-02,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",17
2024-11-02,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",17
2024-11-02,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",11
2024-11-02,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2024-11-02,"Increased Diuresis at Loop of Henle, Loop Diuretic",8
2024-11-02,"Increased Diuresis, Thiazide Diuretic, Thiazides",14
2024-11-02,"Insulin Analog, Insulin",12
2024-11-02,"Macrolide Antimicrobial, Macrolides",13
2024-11-02,"Penicillin-class Antibacterial, Penicillins",27
2024-11-02,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2024-11-02,"Thyroxine, l-Thyroxine",9
2024-11-03,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",18
2024-11-03,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",13
2024-11-03,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",8
2024-11-03,"Biguanide, Biguanides",11
2024-11-03,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",6
2024-11-03,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",10
2024-11-03,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",12
2024-11-03,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2024-11-03,"Increased Diuresis at Loop of Henle, Loop Diuretic",7
2024-11-03,"Increased Diuresis, Thiazide Diuretic, Thiazides",7
2024-11-03,"Insulin Analog, Insulin",8
2024-11-03,"Macrolide Antimicrobial, Macrolides",7
2024-11-03,"Penicillin-class Antibacterial, Penicillins",24
2024-11-03,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2024-11-03,"Thyroxine, l-Thyroxine",9
2024-11-04,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",15
2024-11-04,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",9
2024-11-04,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",10
2024-11-04,"Biguanide, Biguanides",9
2024-11-04,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",9
2024-11-04,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",15
2024-11-04,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",15
2024-11-04,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2024-11-04,"Increased Diuresis at Loop of Henle, Loop Diuretic",14
2024-11-04,"Increased Diuresis, Thiazide Diuretic, Thiazides",15
2024-11-04,"Insulin Analog, Insulin",8
2024-11-04,"Macrolide Antimicrobial, Macrolides",7
