PharmacistID,Shift,HoursWorked,Wage,WeekStartDate
RPH011,AM,18.79,59.87,2024-02-19
RPH011,PM,16.31,59.87,2024-02-19
RPH012,AM,17.03,60.55,2024-02-19
RPH012,PM,16.27,60.55,2024-02-19
RPH013,AM,15.78,72.36,2024-02-19
RPH013,PM,9.87,72.36,2024-02-19
RPH014,AM,18.33,70.28,2024-02-19
RPH014,PM,16.08,70.28,2024-02-19
RPH015,AM,18.51,68.32,2024-02-19
RPH015,PM,19.47,68.32,2024-02-19
RPH001,AM,11.36,60.71,2024-02-26
RPH001,PM,9.8,60.71,2024-02-26
RPH002,AM,11.25,62.5,2024-02-26
RPH002,PM,10.07,62.5,2024-02-26
RPH003,AM,13.85,52.84,2024-02-26
RPH003,PM,11.41,52.84,2024-02-26
RPH004,AM,9.8,55.32,2024-02-26
RPH004,PM,8.64,55.32,2024-02-26
RPH005,AM,12.5,67.41,2024-02-26
RPH005,PM,9.05,67.41,2024-02-26
RPH006,AM,15.33,47.37,2024-02-26
RPH006,PM,13.22,47.37,2024-02-26
RPH007,AM,10.37,69.78,2024-02-26
RPH007,PM,11.86,69.78,2024-02-26
RPH008,AM,17.06,58.37,2024-02-26
RPH008,PM,11.63,58.37,2024-02-26
RPH009,AM,13.84,72.85,2024-02-26
RPH009,PM,9.57,72.85,2024-02-26
RPH010,AM,10.77,69.97,2024-02-26
RPH010,PM,12.32,69.97,2024-02-26
RPH011,AM,11.31,59.87,2024-02-26
RPH011,PM,11.55,59.87,2024-02-26
RPH012,AM,14.52,60.55,2024-02-26
RPH012,PM,10.22,60.55,2024-02-26
RPH013,AM,13.35,72.36,2024-02-26
RPH013,PM,14.19,72.36,2024-02-26
RPH014,AM,10.43,70.28,2024-02-26
RPH014,PM,10.65,70.28,2024-02-26
RPH015,AM,16.79,68.32,2024-02-26
RPH015,PM,16.6,68.32,2024-02-26
RPH001,AM,18.36,60.71,2024-03-04
RPH001,PM,15.95,60.71,2024-03-04
RPH002,AM,17.67,62.5,2024-03-04
RPH002,PM,16.17,62.5,2024-03-04
RPH003,AM,12.73,52.84,2024-03-04
RPH003,PM,12.01,52.84,2024-03-04
RPH004,AM,10.36,55.32,2024-03-04
RPH004,PM,13.05,55.32,2024-03-04
RPH005,AM,17.19,67.41,2024-03-04
RPH005,PM,13.59,67.41,2024-03-04
RPH006,AM,14.1,47.37,2024-03-04
RPH006,PM,17.3,47.37,2024-03-04
RPH007,AM,18.9,69.78,2024-03-04
RPH007,PM,18.43,69.78,2024-03-04
RPH008,AM,18.5,58.37,2024-03-04
RPH008,PM,17.48,58.37,2024-03-04
RPH009,AM,13.79,72.85,2024-03-04
RPH009,PM,14.12,72.85,2024-03-04
RPH010,AM,17.77,69.97,2024-03-04
RPH010,PM,19.45,69.97,2024-03-04
RPH011,AM,15.98,59.87,2024-03-04
RPH011,PM,13.55,59.87,2024-03-04
RPH012,AM,19.79,60.55,2024-03-04
RPH012,PM,18.98,60.55,2024-03-04
RPH013,AM,15.85,72.36,2024-03-04
RPH013,PM,18.77,72.36,2024-03-04
RPH014,AM,16.74,70.28,2024-03-04
RPH014,PM,15.65,70.28,2024-03-04
RPH015,AM,16.87,68.32,2024-03-04
RPH015,PM,19.37,68.32,2024-03-04
RPH001,AM,13.53,60.71,2024-03-11
RPH001,PM,15.23,60.71,2024-03-11
RPH002,AM,20.21,62.5,2024-03-11
RPH002,PM,21.39,62.5,2024-03-11
RPH003,AM,18.33,52.84,2024-03-11
RPH003,PM,14.56,52.84,2024-03-11
RPH004,AM,22.12,55.32,2024-03-11
RPH004,PM,20.33,55.32,2024-03-11
RPH005,AM,20.8,67.41,2024-03-11
RPH005,PM,15.85,67.41,2024-03-11
RPH006,AM,16.64,47.37,2024-03-11
RPH006,PM,11.76,47.37,2024-03-11
RPH007,AM,17.27,69.78,2024-03-11
RPH007,PM,13.3,69.78,2024-03-11
RPH008,AM,16.86,58.37,2024-03-11
RPH008,PM,17.67,58.37,2024-03-11
RPH009,AM,17.76,72.85,2024-03-11
RPH009,PM,15.76,72.85,2024-03-11
RPH010,AM,19.42,69.97,2024-03-11
RPH010,PM,19.4,69.97,2024-03-11
RPH011,AM,21.2,59.87,2024-03-11
RPH011,PM,20.37,59.87,2024-03-11
RPH012,AM,14.74,60.55,2024-03-11
RPH012,PM,14.83,60.55,2024-03-11
RPH013,AM,23.78,72.36,2024-03-11
RPH013,PM,21.04,72.36,2024-03-11
RPH014,AM,16.14,70.28,2024-03-11
RPH014,PM,15.28,70.28,2024-03-11
RPH015,AM,22.29,68.32,2024-03-11
RPH015,PM,20.47,68.32,2024-03-11
RPH001,AM,26.38,60.71,2024-03-18
RPH001,PM,20.46,60.71,2024-03-18
RPH002,AM,16.78,62.5,2024-03-18
RPH002,PM,17.04,62.5,2024-03-18
RPH003,AM,26.5,52.84,2024-03-18
RPH003,PM,25.16,52.84,2024-03-18
RPH004,AM,20.42,55.32,2024-03-18
RPH004,PM,21.36,55.32,2024-03-18
RPH005,AM,19.5,67.41,2024-03-18
RPH005,PM,18.48,67.41,2024-03-18
RPH006,AM,27.0,47.37,2024-03-18
RPH006,PM,21.22,47.37,2024-03-18
RPH007,AM,21.89,69.78,2024-03-18
RPH007,PM,19.04,69.78,2024-03-18
RPH008,AM,20.21,58.37,2024-03-18
RPH008,PM,18.29,58.37,2024-03-18
RPH009,AM,24.2,72.85,2024-03-18
RPH009,PM,24.74,72.85,2024-03-18
RPH010,AM,20.14,69.97,2024-03-18
RPH010,PM,19.4,69.97,2024-03-18
RPH011,AM,25.77,59.87,2024-03-18
RPH011,PM,26.18,59.87,2024-03-18
RPH012,AM,28.45,60.55,2024-03-18
RPH012,PM,25.59,60.55,2024-03-18
RPH013,AM,25.17,72.36,2024-03-18
RPH013,PM,21.9,72.36,2024-03-18
RPH014,AM,20.04,70.28,2024-03-18
RPH014,PM,17.53,70.28,2024-03-18
RPH015,AM,25.05,68.32,2024-03-18
RPH015,PM,21.55,68.32,2024-03-18
RPH001,AM,30.04,60.71,2024-03-25
RPH001,PM,25.67,60.71,2024-03-25
RPH002,AM,19.38,62.5,2024-03-25
RPH002,PM,17.78,62.5,2024-03-25
RPH003,AM,22.05,52.84,2024-03-25
RPH003,PM,19.8,52.84,2024-03-25
RPH004,AM,25.24,55.32,2024-03-25
RPH004,PM,23.64,55.32,2024-03-25
RPH005,AM,25.32,67.41,2024-03-25
RPH005,PM,25.72,67.41,2024-03-25
RPH006,AM,19.81,47.37,2024-03-25
RPH006,PM,18.3,47.37,2024-03-25
RPH007,AM,23.94,69.78,2024-03-25
RPH007,PM,25.19,69.78,2024-03-25
RPH008,AM,24.13,58.37,2024-03-25
RPH008,PM,21.6,58.37,2024-03-25
RPH009,AM,19.86,72.85,2024-03-25
RPH009,PM,16.7,72.85,2024-03-25
RPH010,AM,17.96,69.97,2024-03-25
RPH010,PM,15.8,69.97,2024-03-25
RPH011,AM,21.75,59.87,2024-03-25
RPH011,PM,20.03,59.87,2024-03-25
RPH012,AM,23.81,60.55,2024-03-25
RPH012,PM,19.33,60.55,2024-03-25
RPH013,AM,18.17,72.36,2024-03-25
RPH013,PM,19.36,72.36,2024-03-25
RPH014,AM,21.77,70.28,2024-03-25
RPH014,PM,21.19,70.28,2024-03-25
RPH015,AM,24.88,68.32,2024-03-25
RPH015,PM,22.83,68.32,2024-03-25
RPH001,AM,13.35,60.71,2024-04-01
RPH001,PM,11.76,60.71,2024-04-01
RPH002,AM,13.58,62.5,2024-04-01
RPH002,PM,10.53,62.5,2024-04-01
RPH003,AM,10.33,52.84,2024-04-01
RPH003,PM,8.0,52.84,2024-04-01
RPH004,AM,11.37,55.32,2024-04-01
RPH004,PM,12.39,55.32,2024-04-01
RPH005,AM,13.63,67.41,2024-04-01
RPH005,PM,12.85,67.41,2024-04-01
RPH006,AM,15.64,47.37,2024-04-01
RPH006,PM,13.08,47.37,2024-04-01
RPH007,AM,13.69,69.78,2024-04-01
RPH007,PM,13.5,69.78,2024-04-01
RPH008,AM,13.79,58.37,2024-04-01
RPH008,PM,12.55,58.37,2024-04-01
RPH009,AM,11.66,72.85,2024-04-01
RPH009,PM,10.35,72.85,2024-04-01
RPH010,AM,10.13,69.97,2024-04-01
RPH010,PM,9.1,69.97,2024-04-01
RPH011,AM,14.92,59.87,2024-04-01
RPH011,PM,13.83,59.87,2024-04-01
RPH012,AM,11.26,60.55,2024-04-01
RPH012,PM,12.12,60.55,2024-04-01
RPH013,AM,13.1,72.36,2024-04-01
RPH013,PM,11.53,72.36,2024-04-01
RPH014,AM,9.43,70.28,2024-04-01
RPH014,PM,9.4,70.28,2024-04-01
RPH015,AM,14.84,68.32,2024-04-01
RPH015,PM,14.8,68.32,2024-04-01
RPH001,AM,12.66,60.71,2024-04-08
RPH001,PM,11.63,60.71,2024-04-08
RPH002,AM,13.72,62.5,2024-04-08
RPH002,PM,10.91,62.5,2024-04-08
RPH003,AM,11.2,52.84,2024-04-08
RPH003,PM,13.02,52.84,2024-04-08
RPH004,AM,10.39,55.32,2024-04-08
RPH004,PM,9.29,55.32,2024-04-08
RPH005,AM,13.11,67.41,2024-04-08
RPH005,PM,11.83,67.41,2024-04-08
RPH006,AM,11.82,47.37,2024-04-08
RPH006,PM,11.08,47.37,2024-04-08
RPH007,AM,13.33,69.78,2024-04-08
RPH007,PM,11.26,69.78,2024-04-08
RPH008,AM,10.72,58.37,2024-04-08
RPH008,PM,10.06,58.37,2024-04-08
RPH009,AM,15.23,72.85,2024-04-08
RPH009,PM,13.8,72.85,2024-04-08
RPH010,AM,11.69,69.97,2024-04-08
RPH010,PM,9.99,69.97,2024-04-08
RPH011,AM,15.88,59.87,2024-04-08
RPH011,PM,9.83,59.87,2024-04-08
RPH012,AM,11.46,60.55,2024-04-08
RPH012,PM,13.83,60.55,2024-04-08
RPH013,AM,17.87,72.36,2024-04-08
RPH013,PM,13.4,72.36,2024-04-08
RPH014,AM,10.69,70.28,2024-04-08
RPH014,PM,9.22,70.28,2024-04-08
RPH015,AM,12.39,68.32,2024-04-08
RPH015,PM,8.17,68.32,2024-04-08
RPH001,AM,19.03,60.71,2024-04-15
RPH001,PM,17.37,60.71,2024-04-15
RPH002,AM,16.63,62.5,2024-04-15
RPH002,PM,16.71,62.5,2024-04-15
RPH003,AM,19.39,52.84,2024-04-15
RPH003,PM,20.78,52.84,2024-04-15
RPH004,AM,16.06,55.32,2024-04-15
RPH004,PM,14.68,55.32,2024-04-15
RPH005,AM,18.63,67.41,2024-04-15
RPH005,PM,17.89,67.41,2024-04-15
RPH006,AM,18.77,47.37,2024-04-15
RPH006,PM,16.83,47.37,2024-04-15
RPH007,AM,21.5,69.78,2024-04-15
RPH007,PM,21.91,69.78,2024-04-15
RPH008,AM,12.03,58.37,2024-04-15
RPH008,PM,15.34,58.37,2024-04-15
RPH009,AM,19.98,72.85,2024-04-15
RPH009,PM,16.28,72.85,2024-04-15
RPH010,AM,15.44,69.97,2024-04-15
RPH010,PM,16.46,69.97,2024-04-15
RPH011,AM,19.34,59.87,2024-04-15
RPH011,PM,18.3,59.87,2024-04-15
RPH012,AM,17.86,60.55,2024-04-15
RPH012,PM,16.92,60.55,2024-04-15
RPH013,AM,21.29,72.36,2024-04-15
RPH013,PM,16.47,72.36,2024-04-15
RPH014,AM,20.6,70.28,2024-04-15
RPH014,PM,15.97,70.28,2024-04-15
RPH015,AM,21.24,68.32,2024-04-15
RPH015,PM,15.84,68.32,2024-04-15
RPH001,AM,24.81,60.71,2024-04-22
RPH001,PM,24.05,60.71,2024-04-22
RPH002,AM,16.91,62.5,2024-04-22
RPH002,PM,14.61,62.5,2024-04-22
RPH003,AM,19.9,52.84,2024-04-22
RPH003,PM,17.15,52.84,2024-04-22
RPH004,AM,23.01,55.32,2024-04-22
RPH004,PM,20.98,55.32,2024-04-22
RPH005,AM,25.13,67.41,2024-04-22
RPH005,PM,23.67,67.41,2024-04-22
RPH006,AM,25.73,47.37,2024-04-22
RPH006,PM,25.46,47.37,2024-04-22
RPH007,AM,24.32,69.78,2024-04-22
RPH007,PM,26.72,69.78,2024-04-22
RPH008,AM,20.63,58.37,2024-04-22
RPH008,PM,20.67,58.37,2024-04-22
RPH009,AM,26.13,72.85,2024-04-22
RPH009,PM,23.37,72.85,2024-04-22
RPH010,AM,17.68,69.97,2024-04-22
RPH010,PM,20.96,69.97,2024-04-22
RPH011,AM,19.73,59.87,2024-04-22
RPH011,PM,16.01,59.87,2024-04-22
RPH012,AM,21.66,60.55,2024-04-22
RPH012,PM,17.96,60.55,2024-04-22
RPH013,AM,21.01,72.36,2024-04-22
RPH013,PM,18.82,72.36,2024-04-22
RPH014,AM,26.05,70.28,2024-04-22
RPH014,PM,19.1,70.28,2024-04-22
RPH015,AM,23.84,68.32,2024-04-22
RPH015,PM,20.64,68.32,2024-04-22
RPH001,AM,10.42,60.71,2024-04-29
RPH001,PM,10.16,60.71,2024-04-29
RPH002,AM,12.36,62.5,2024-04-29
RPH002,PM,11.45,62.5,2024-04-29
RPH003,AM,11.24,52.84,2024-04-29
RPH003,PM,12.12,52.84,2024-04-29
RPH004,AM,11.06,55.32,2024-04-29
RPH004,PM,12.44,55.32,2024-04-29
RPH005,AM,10.92,67.41,2024-04-29
RPH005,PM,11.37,67.41,2024-04-29
RPH006,AM,12.05,47.37,2024-04-29
RPH006,PM,11.23,47.37,2024-04-29
RPH007,AM,10.63,69.78,2024-04-29
RPH007,PM,8.0,69.78,2024-04-29
RPH008,AM,13.8,58.37,2024-04-29
RPH008,PM,11.49,58.37,2024-04-29
RPH009,AM,14.13,72.85,2024-04-29
RPH009,PM,10.51,72.85,2024-04-29
RPH010,AM,12.59,69.97,2024-04-29
RPH010,PM,10.84,69.97,2024-04-29
RPH011,AM,12.97,59.87,2024-04-29
RPH011,PM,11.28,59.87,2024-04-29
RPH012,AM,14.83,60.55,2024-04-29
RPH012,PM,11.31,60.55,2024-04-29
RPH013,AM,9.55,72.36,2024-04-29
RPH013,PM,9.9,72.36,2024-04-29
RPH014,AM,13.72,70.28,2024-04-29
RPH014,PM,11.76,70.28,2024-04-29
RPH015,AM,10.07,68.32,2024-04-29
RPH015,PM,10.94,68.32,2024-04-29
RPH001,AM,21.21,60.71,2024-05-06
RPH001,PM,18.5,60.71,2024-05-06
RPH002,AM,14.77,62.5,2024-05-06
RPH002,PM,12.37,62.5,2024-05-06
RPH003,AM,22.22,52.84,2024-05-06
RPH003,PM,18.44,52.84,2024-05-06
RPH004,AM,17.45,55.32,2024-05-06
RPH004,PM,13.07,55.32,2024-05-06
RPH005,AM,17.45,67.41,2024-05-06
RPH005,PM,19.46,67.41,2024-05-06
RPH006,AM,16.07,47.37,2024-05-06
RPH006,PM,18.63,47.37,2024-05-06
RPH007,AM,21.86,69.78,2024-05-06
RPH007,PM,19.77,69.78,2024-05-06
RPH008,AM,16.21,58.37,2024-05-06
RPH008,PM,12.66,58.37,2024-05-06
RPH009,AM,18.46,72.85,2024-05-06
RPH009,PM,21.39,72.85,2024-05-06
RPH010,AM,19.23,69.97,2024-05-06
RPH010,PM,19.74,69.97,2024-05-06
RPH011,AM,17.0,59.87,2024-05-06
RPH011,PM,19.3,59.87,2024-05-06
RPH012,AM,19.62,60.55,2024-05-06
RPH012,PM,23.31,60.55,2024-05-06
RPH013,AM,16.66,72.36,2024-05-06
RPH013,PM,13.76,72.36,2024-05-06
RPH014,AM,20.61,70.28,2024-05-06
RPH014,PM,20.57,70.28,2024-05-06
RPH015,AM,20.35,68.32,2024-05-06
RPH015,PM,19.13,68.32,2024-05-06
RPH001,AM,8.0,60.71,2024-05-13
RPH001,PM,9.14,60.71,2024-05-13
RPH002,AM,17.07,62.5,2024-05-13
RPH002,PM,8.58,62.5,2024-05-13
RPH003,AM,14.5,52.84,2024-05-13
RPH003,PM,11.87,52.84,2024-05-13
RPH004,AM,8.85,55.32,2024-05-13
RPH004,PM,8.0,55.32,2024-05-13
RPH005,AM,14.03,67.41,2024-05-13
RPH005,PM,9.31,67.41,2024-05-13
RPH006,AM,10.47,47.37,2024-05-13
RPH006,PM,14.04,47.37,2024-05-13
RPH007,AM,12.45,69.78,2024-05-13
RPH007,PM,11.76,69.78,2024-05-13
RPH008,AM,12.08,58.37,2024-05-13
RPH008,PM,10.51,58.37,2024-05-13
RPH009,AM,9.26,72.85,2024-05-13
RPH009,PM,11.3,72.85,2024-05-13
RPH010,AM,9.99,69.97,2024-05-13
RPH010,PM,8.0,69.97,2024-05-13
RPH011,AM,14.24,59.87,2024-05-13
RPH011,PM,9.01,59.87,2024-05-13
RPH012,AM,13.44,60.55,2024-05-13
RPH012,PM,13.83,60.55,2024-05-13
RPH013,AM,12.14,72.36,2024-05-13
RPH013,PM,14.08,72.36,2024-05-13
RPH014,AM,11.23,70.28,2024-05-13
RPH014,PM,12.48,70.28,2024-05-13
RPH015,AM,10.98,68.32,2024-05-13
RPH015,PM,12.67,68.32,2024-05-13
RPH001,AM,12.55,60.71,2024-05-20
RPH001,PM,14.26,60.71,2024-05-20
RPH002,AM,15.13,62.5,2024-05-20
RPH002,PM,11.18,62.5,2024-05-20
RPH003,AM,14.16,52.84,2024-05-20
RPH003,PM,10.21,52.84,2024-05-20
RPH004,AM,14.23,55.32,2024-05-20
RPH004,PM,13.49,55.32,2024-05-20
RPH005,AM,13.71,67.41,2024-05-20
RPH005,PM,12.28,67.41,2024-05-20
RPH006,AM,12.34,47.37,2024-05-20
RPH006,PM,11.21,47.37,2024-05-20
RPH007,AM,10.69,69.78,2024-05-20
RPH007,PM,9.53,69.78,2024-05-20
RPH008,AM,12.39,58.37,2024-05-20
RPH008,PM,10.37,58.37,2024-05-20
RPH009,AM,9.73,72.85,2024-05-20
RPH009,PM,9.64,72.85,2024-05-20
RPH010,AM,13.52,69.97,2024-05-20
RPH010,PM,14.19,69.97,2024-05-20
RPH011,AM,9.94,59.87,2024-05-20
RPH011,PM,11.21,59.87,2024-05-20
RPH012,AM,15.25,60.55,2024-05-20
RPH012,PM,12.94,60.55,2024-05-20
RPH013,AM,14.45,72.36,2024-05-20
RPH013,PM,12.42,72.36,2024-05-20
RPH014,AM,13.2,70.28,2024-05-20
RPH014,PM,12.78,70.28,2024-05-20
RPH015,AM,10.27,68.32,2024-05-20
RPH015,PM,8.0,68.32,2024-05-20
RPH001,AM,14.24,60.71,2024-05-27
RPH001,PM,14.27,60.71,2024-05-27
RPH002,AM,13.12,62.5,2024-05-27
RPH002,PM,14.64,62.5,2024-05-27
RPH003,AM,10.18,52.84,2024-05-27
RPH003,PM,10.15,52.84,2024-05-27
RPH004,AM,16.75,55.32,2024-05-27
RPH004,PM,13.83,55.32,2024-05-27
RPH005,AM,13.61,67.41,2024-05-27
RPH005,PM,13.36,67.41,2024-05-27
RPH006,AM,14.7,47.37,2024-05-27
RPH006,PM,14.02,47.37,2024-05-27
RPH007,AM,9.38,69.78,2024-05-27
RPH007,PM,9.97,69.78,2024-05-27
RPH008,AM,14.2,58.37,2024-05-27
RPH008,PM,11.26,58.37,2024-05-27
RPH009,AM,11.43,72.85,2024-05-27
RPH009,PM,11.06,72.85,2024-05-27
RPH010,AM,16.29,69.97,2024-05-27
RPH010,PM,15.42,69.97,2024-05-27
RPH011,AM,12.95,59.87,2024-05-27
RPH011,PM,10.62,59.87,2024-05-27
RPH012,AM,14.72,60.55,2024-05-27
RPH012,PM,10.91,60.55,2024-05-27
RPH013,AM,11.18,72.36,2024-05-27
RPH013,PM,10.05,72.36,2024-05-27
RPH014,AM,12.8,70.28,2024-05-27
RPH014,PM,11.64,70.28,2024-05-27
RPH015,AM,13.09,68.32,2024-05-27
RPH015,PM,9.16,68.32,2024-05-27
RPH001,AM,23.33,60.71,2024-06-03
RPH001,PM,22.21,60.71,2024-06-03
RPH002,AM,21.09,62.5,2024-06-03
RPH002,PM,20.5,62.5,2024-06-03
RPH003,AM,19.81,52.84,2024-06-03
RPH003,PM,19.51,52.84,2024-06-03
RPH004,AM,23.79,55.32,2024-06-03
RPH004,PM,22.66,55.32,2024-06-03
RPH005,AM,17.85,67.41,2024-06-03
RPH005,PM,15.05,67.41,2024-06-03
RPH006,AM,21.79,47.37,2024-06-03
RPH006,PM,18.51,47.37,2024-06-03
RPH007,AM,19.26,69.78,2024-06-03
RPH007,PM,15.41,69.78,2024-06-03
RPH008,AM,15.64,58.37,2024-06-03
RPH008,PM,14.67,58.37,2024-06-03
RPH009,AM,18.11,72.85,2024-06-03
RPH009,PM,16.12,72.85,2024-06-03
RPH010,AM,18.43,69.97,2024-06-03
RPH010,PM,17.92,69.97,2024-06-03
RPH011,AM,17.16,59.87,2024-06-03
RPH011,PM,17.42,59.87,2024-06-03
RPH012,AM,20.99,60.55,2024-06-03
RPH012,PM,17.21,60.55,2024-06-03
RPH013,AM,19.18,72.36,2024-06-03
RPH013,PM,18.48,72.36,2024-06-03
RPH014,AM,21.62,70.28,2024-06-03
RPH014,PM,16.98,70.28,2024-06-03
RPH015,AM,22.02,68.32,2024-06-03
RPH015,PM,20.04,68.32,2024-06-03
RPH001,AM,14.04,60.71,2024-06-10
RPH001,PM,15.44,60.71,2024-06-10
RPH002,AM,16.2,62.5,2024-06-10
RPH002,PM,14.42,62.5,2024-06-10
RPH003,AM,16.38,52.84,2024-06-10
RPH003,PM,16.96,52.84,2024-06-10
RPH004,AM,17.54,55.32,2024-06-10
RPH004,PM,16.16,55.32,2024-06-10
RPH005,AM,15.8,67.41,2024-06-10
RPH005,PM,10.57,67.41,2024-06-10
RPH006,AM,15.82,47.37,2024-06-10
RPH006,PM,17.12,47.37,2024-06-10
RPH007,AM,14.7,69.78,2024-06-10
RPH007,PM,12.78,69.78,2024-06-10
RPH008,AM,15.04,58.37,2024-06-10
RPH008,PM,13.36,58.37,2024-06-10
RPH009,AM,15.23,72.85,2024-06-10
RPH009,PM,11.53,72.85,2024-06-10
RPH010,AM,13.76,69.97,2024-06-10
RPH010,PM,11.85,69.97,2024-06-10
RPH011,AM,16.23,59.87,2024-06-10
RPH011,PM,17.62,59.87,2024-06-10
RPH012,AM,13.53,60.55,2024-06-10
RPH012,PM,14.5,60.55,2024-06-10
RPH013,AM,9.49,72.36,2024-06-10
RPH013,PM,10.85,72.36,2024-06-10
RPH014,AM,12.98,70.28,2024-06-10
RPH014,PM,14.75,70.28,2024-06-10
RPH015,AM,12.11,68.32,2024-06-10
RPH015,PM,11.1,68.32,2024-06-10
RPH001,AM,13.08,60.71,2024-06-17
RPH001,PM,12.53,60.71,2024-06-17
RPH002,AM,18.45,62.5,2024-06-17
RPH002,PM,16.31,62.5,2024-06-17
RPH003,AM,9.5,52.84,2024-06-17
RPH003,PM,8.34,52.84,2024-06-17
RPH004,AM,11.0,55.32,2024-06-17
RPH004,PM,11.94,55.32,2024-06-17
RPH005,AM,16.59,67.41,2024-06-17
RPH005,PM,13.89,67.41,2024-06-17
RPH006,AM,13.75,47.37,2024-06-17
RPH006,PM,11.75,47.37,2024-06-17
RPH007,AM,14.28,69.78,2024-06-17
RPH007,PM,11.3,69.78,2024-06-17
RPH008,AM,15.3,58.37,2024-06-17
RPH008,PM,13.5,58.37,2024-06-17
RPH009,AM,8.08,72.85,2024-06-17
RPH009,PM,10.37,72.85,2024-06-17
RPH010,AM,8.5,69.97,2024-06-17
RPH010,PM,13.66,69.97,2024-06-17
RPH011,AM,17.59,59.87,2024-06-17
RPH011,PM,16.65,59.87,2024-06-17
RPH012,AM,10.25,60.55,2024-06-17
RPH012,PM,8.93,60.55,2024-06-17
RPH013,AM,15.69,72.36,2024-06-17
RPH013,PM,13.78,72.36,2024-06-17
RPH014,AM,12.43,70.28,2024-06-17
RPH014,PM,9.27,70.28,2024-06-17
RPH015,AM,11.16,68.32,2024-06-17
RPH015,PM,8.66,68.32,2024-06-17
RPH001,AM,23.4,60.71,2024-06-24
RPH001,PM,21.36,60.71,2024-06-24
RPH002,AM,25.31,62.5,2024-06-24
RPH002,PM,22.41,62.5,2024-06-24
RPH003,AM,18.27,52.84,2024-06-24
RPH003,PM,15.92,52.84,2024-06-24
RPH004,AM,24.46,55.32,2024-06-24
RPH004,PM,24.76,55.32,2024-06-24
RPH005,AM,26.47,67.41,2024-06-24
RPH005,PM,23.57,67.41,2024-06-24
RPH006,AM,27.34,47.37,2024-06-24
RPH006,PM,20.73,47.37,2024-06-24
RPH007,AM,20.76,69.78,2024-06-24
RPH007,PM,18.41,69.78,2024-06-24
RPH008,AM,19.87,58.37,2024-06-24
RPH008,PM,21.21,58.37,2024-06-24
RPH009,AM,27.15,72.85,2024-06-24
RPH009,PM,23.66,72.85,2024-06-24
RPH010,AM,21.53,69.97,2024-06-24
RPH010,PM,20.96,69.97,2024-06-24
RPH011,AM,19.36,59.87,2024-06-24
RPH011,PM,14.8,59.87,2024-06-24
RPH012,AM,24.0,60.55,2024-06-24
RPH012,PM,21.86,60.55,2024-06-24
RPH013,AM,25.87,72.36,2024-06-24
RPH013,PM,23.08,72.36,2024-06-24
RPH014,AM,26.34,70.28,2024-06-24
RPH014,PM,19.55,70.28,2024-06-24
RPH015,AM,21.24,68.32,2024-06-24
RPH015,PM,20.0,68.32,2024-06-24
RPH001,AM,24.17,60.71,2024-07-01
RPH001,PM,17.93,60.71,2024-07-01
RPH002,AM,25.32,62.5,2024-07-01
RPH002,PM,22.23,62.5,2024-07-01
RPH003,AM,24.43,52.84,2024-07-01
RPH003,PM,24.2,52.84,2024-07-01
RPH004,AM,17.57,55.32,2024-07-01
RPH004,PM,21.05,55.32,2024-07-01
RPH005,AM,27.14,67.41,2024-07-01
RPH005,PM,25.39,67.41,2024-07-01
RPH006,AM,22.82,47.37,2024-07-01
RPH006,PM,20.67,47.37,2024-07-01
RPH007,AM,24.51,69.78,2024-07-01
RPH007,PM,23.84,69.78,2024-07-01
RPH008,AM,22.1,58.37,2024-07-01
RPH008,PM,19.06,58.37,2024-07-01
RPH009,AM,21.87,72.85,2024-07-01
RPH009,PM,16.76,72.85,2024-07-01
RPH010,AM,26.98,69.97,2024-07-01
RPH010,PM,22.05,69.97,2024-07-01
RPH011,AM,23.48,59.87,2024-07-01
RPH011,PM,26.65,59.87,2024-07-01
RPH012,AM,19.81,60.55,2024-07-01
RPH012,PM,19.84,60.55,2024-07-01
RPH013,AM,23.73,72.36,2024-07-01
RPH013,PM,20.29,72.36,2024-07-01
RPH014,AM,24.88,70.28,2024-07-01
RPH014,PM,23.16,70.28,2024-07-01
RPH015,AM,20.53,68.32,2024-07-01
RPH015,PM,19.22,68.32,2024-07-01
RPH001,AM,18.44,60.71,2024-07-08
RPH001,PM,18.84,60.71,2024-07-08
RPH002,AM,27.84,62.5,2024-07-08
RPH002,PM,24.82,62.5,2024-07-08
RPH003,AM,22.14,52.84,2024-07-08
RPH003,PM,20.12,52.84,2024-07-08
RPH004,AM,20.54,55.32,2024-07-08
RPH004,PM,20.98,55.32,2024-07-08
RPH005,AM,22.02,67.41,2024-07-08
RPH005,PM,17.24,67.41,2024-07-08
RPH006,AM,21.5,47.37,2024-07-08
RPH006,PM,22.64,47.37,2024-07-08
RPH007,AM,25.54,69.78,2024-07-08
RPH007,PM,24.91,69.78,2024-07-08
RPH008,AM,26.82,58.37,2024-07-08
RPH008,PM,24.27,58.37,2024-07-08
RPH009,AM,21.93,72.85,2024-07-08
RPH009,PM,19.07,72.85,2024-07-08
RPH010,AM,17.13,69.97,2024-07-08
RPH010,PM,20.14,69.97,2024-07-08
RPH011,AM,20.55,59.87,2024-07-08
RPH011,PM,23.38,59.87,2024-07-08
RPH012,AM,22.59,60.55,2024-07-08
RPH012,PM,21.82,60.55,2024-07-08
RPH013,AM,20.23,72.36,2024-07-08
RPH013,PM,23.61,72.36,2024-07-08
RPH014,AM,24.73,70.28,2024-07-08
