DrugID,DrugName,DrugClass
4385-7034-02,RENAFORCE,"Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Osmotic Activity, Osmotic Laxative, Potassium Compounds, Potassium Salt"
0641-1724-72,RUNNY NOSE,"Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Osmotic Activity, Osmotic Laxative, Potassium Compounds, Potassium Salt"
4385-7058-32,Respitory Tonic F,"Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Osmotic Activity, Osmotic Laxative, Potassium Compounds, Potassium Salt"
0641-1715-32,Runny Nose Warts,"Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Osmotic Activity, Osmotic Laxative, Potassium Compounds, Potassium Salt"
4491-1033-52,Scrophularitone,"Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Osmotic Activity, Osmotic Laxative, Potassium Compounds, Potassium Salt"
0641-1715-02,Skin Affections,"Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Osmotic Activity, Osmotic Laxative, Potassium Compounds, Potassium Salt"
0354-8420-42,Sore Throat 911,"Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Osmotic Activity, Osmotic Laxative, Potassium Compounds, Potassium Salt"
0173-1217-62,Swimmers Ear Complete Relief,"Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Osmotic Activity, Osmotic Laxative, Potassium Compounds, Potassium Salt"
5349-9319-42,Umcka Allergy and Sinus,"Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Osmotic Activity, Osmotic Laxative, Potassium Compounds, Potassium Salt"
4491-1010-92,WINTER BLEND,"Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Osmotic Activity, Osmotic Laxative, Potassium Compounds, Potassium Salt"
6308-3213-62,Wet Eczema Drops,"Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Osmotic Activity, Osmotic Laxative, Potassium Compounds, Potassium Salt"
5497-3340-22,Young Adult Serene,"Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Osmotic Activity, Osmotic Laxative, Potassium Compounds, Potassium Salt"
0400-3216-82,potassium chloride,"Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Osmotic Activity, Osmotic Laxative, Potassium Compounds, Potassium Salt"
0028-3080-82,CEO-TWO,"Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Osmotic Activity, Osmotic Laxative, Radiographic Contrast Agent, X-Ray Contrast Activity"
6347-9182-02,R20,"Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Osmotic Activity, Osmotic Laxative, Thyroxine, l-Thyroxine"
0698-4614-02,Alophen,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0437-4946-02,Avedana Gentle Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0718-9033-02,BET-R-PREP Bisacodyl,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0814-4010-22,BISAC-10 Bisacodyl Stimulant Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0116-7318-22,BISACODYL,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0619-1908-52,BISACODYL ENTERIC,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0639-4119-02,Best Choice Bisacodyl Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0368-0019-02,Bisacody,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0057-4705-02,Bisacodyl,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0691-6823-22,Bisacodyl 5mg,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0508-0419-02,Bisacodyl Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0597-7967-62,C-Lax Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0597-7910-72,CVS Gentle Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0102-3790-62,Carters Little Pills,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0727-0110-22,Conlax,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
1182-2785-02,DELAYED RELEASE LAXATIVE BISACODYL,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0539-4380-52,Discount Drugmart Gentle Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0559-1045-72,Dollar General Gentle Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
4116-7021-02,Dulcolax Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
4116-7029-02,Dulcolax Pink Stimulant Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
4116-7010-12,Dulcolax Simulant Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
4116-7020-02,Dulcolax Stimulant Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0583-5411-72,Dyrax-Q Tab,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0053-6338-12,ENTERIC COATED STIMULANT LAXATIVE,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0559-1095-42,Extra Gentle Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0211-3082-72,Gentle Overnight Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0670-9138-52,Gentle laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0461-2260-82,Good Neighbor Pharmacy Gentle Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0378-0887-72,HEB Gentle Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
6201-1040-32,HealthMart Gentle Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
7079-5101-02,LAXATIVE,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0372-0529-82,LEADER WOMENS LAXATIVE,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0689-9822-62,Laxative Tabelts,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0553-1967-62,Laxative for Women,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0090-4698-12,Leader Gentle Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0476-8285-92,Medique Medi-lax Enteric Coated,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0412-5066-52,Meijer Gentle Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
7139-9846-02,OneLAX,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0414-1512-12,Publix Women,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
1182-2460-02,Rite Aid fast relief laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0053-6123-82,Rugby Gentle Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0764-5700-32,SIMPEX Bisacodyl laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0494-8300-32,STIMULANT LAXATIVE,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0617-1503-82,Stimulant Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0589-8041-52,Stratuscare Bisacodyl,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0576-4800-22,The Magic Bullet,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0090-4640-72,Unit Dose Bisacodyl,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0036-3301-12,WOMENS GENTLE LAXATIVE,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0412-2615-12,WOMENS LAXATIVE,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
7000-0057-02,WOMENS LAXATIVE ENTERIC COATED,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0036-3046-62,Walgreens Gentle Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0368-0067-62,Womens Gentle Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0211-3067-62,Womens Laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0412-5067-62,Womens gentle laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0412-5033-92,gentle laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0560-6232-72,laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
1182-2067-62,laxative for women,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0578-9644-12,stimulant laxative enteric coated,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0116-7311-62,up and up gentle laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0559-1012-02,womans laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0508-0412-02,womens laxative,"Increased Large Intestinal Motility, Stimulant Laxative, Stimulation Large Intestine Fluid/Electrolyte Secretion"
0170-8934-62,GUNA-PROSTATE,"Increased Lymphocyte Activation, Increased Lymphocyte Cell Production, Interferon gamma, Interferon-gamma, Interleukin-2, Iron, Lymphocyte Growth Factor, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
0170-8929-52,GUNA-DERMO,"Increased Lymphocyte Activation, Increased Lymphocyte Cell Production, Interleukin-2, Lymphocyte Growth Factor"
0170-8938-02,GUNA-IL 2,"Increased Lymphocyte Activation, Increased Lymphocyte Cell Production, Interleukin-2, Lymphocyte Growth Factor"
0763-1002-22,Proleukin,"Increased Lymphocyte Activation, Increased Lymphocyte Cell Production, Interleukin-2, Lymphocyte Growth Factor"
5166-2140-42,DOXAPRAM HYDROCHLORIDE,"Increased Medullary Respiratory Drive, Respiratory Stimulant"
0064-1601-82,Dopram,"Increased Medullary Respiratory Drive, Respiratory Stimulant"
0555-1322-12,Nplate,"Increased Megakaryocyte Maturation, Increased Platelet Production, Thrombopoietin Receptor Agonist, Thrombopoietin Receptor Agonists"
0174-7860-92,ZIOPTAN,"Increased Prostaglandin Activity, Prostaglandin Analog, Prostaglandin Receptor Agonists, Prostaglandins"
0731-3000-12,MD Post Care,"Increased Prothrombin Activity, Reversed Anticoagulation Activity, Vitamin K, Vitamin K, Warfarin Reversal Agent"
0018-7170-42,Mephyton,"Increased Prothrombin Activity, Reversed Anticoagulation Activity, Vitamin K, Vitamin K, Warfarin Reversal Agent"
0040-4993-52,PHYTONADIONE,"Increased Prothrombin Activity, Reversed Anticoagulation Activity, Vitamin K, Vitamin K, Warfarin Reversal Agent"
0090-4688-22,Phytonadione,"Increased Prothrombin Activity, Reversed Anticoagulation Activity, Vitamin K, Vitamin K, Warfarin Reversal Agent"
5166-2153-62,VITAMIN K1 - PHYTONADIONE,"Increased Prothrombin Activity, Reversed Anticoagulation Activity, Vitamin K, Vitamin K, Warfarin Reversal Agent"
5166-2153-72,VITAMIN K1 PHYTONADIONE,"Increased Prothrombin Activity, Reversed Anticoagulation Activity, Vitamin K, Vitamin K, Warfarin Reversal Agent"
0040-9915-72,Vitamin K1,"Increased Prothrombin Activity, Reversed Anticoagulation Activity, Vitamin K, Vitamin K, Warfarin Reversal Agent"
0014-3974-22,Oxytocin,"Increased Uterine Smooth Muscle Contraction or Tone, Oxytocic, Oxytocin"
0420-2311-62,Pitocin,"Increased Uterine Smooth Muscle Contraction or Tone, Oxytocic, Oxytocin"
0012-1064-62,AMANTADINE HYDROCHLORIDE,"Influenza A M2 Protein Inhibitor, M2 Protein Inhibitors"
0467-0858-62,Amantadine,"Influenza A M2 Protein Inhibitor, M2 Protein Inhibitors"
0422-9112-52,Amantadine HCl,"Influenza A M2 Protein Inhibitor, M2 Protein Inhibitors"
0059-1492-02,Amantadine Hydrochloride,"Influenza A M2 Protein Inhibitor, M2 Protein Inhibitors"
0690-9792-62,Amantadine hydrochloride,"Influenza A M2 Protein Inhibitor, M2 Protein Inhibitors"
0704-8208-52,GOCOVRI,"Influenza A M2 Protein Inhibitor, M2 Protein Inhibitors"
0704-8207-52,OSMOLEX ER,"Influenza A M2 Protein Inhibitor, M2 Protein Inhibitors"
0680-2502-12,Osmolex ER,"Influenza A M2 Protein Inhibitor, M2 Protein Inhibitors"
0011-5191-12,Rimantadine Hydrochloride,"Influenza A M2 Protein Inhibitor, M2 Protein Inhibitors"
0467-0824-62,amantadine,"Influenza A M2 Protein Inhibitor, M2 Protein Inhibitors"
0597-4669-92,amantadine hydrochloride,"Influenza A M2 Protein Inhibitor, M2 Protein Inhibitors"
0119-9412-72,Xenon,"Inhalation Diagnostic Agent, Radiopharmaceutical Activity"
0699-4509-72,"Xenon, Xe-133","Inhalation Diagnostic Agent, Radiopharmaceutical Activity"
0641-2260-52,AfterPill,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0627-5672-32,AfterPlan,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0695-3610-32,Aftera,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0586-0272-12,Athentia Next,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0501-0221-12,EContra One-Step,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0586-0284-12,Econ Morning After,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0681-8085-32,Fallback Solo,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0586-0271-22,Fem Choice morning after,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0827-9153-82,Julie,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0504-1942-42,Kyleena,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
7000-0060-02,LEADER Emergency Contraceptive Levonorgestrel,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0002-3585-82,LILETTA,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0053-6114-22,Levonorgestrel,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0504-1942-32,Mirena,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0699-5351-52,Morning After,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0627-5672-02,My Choice TM,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0433-8662-22,My Way,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0167-1480-92,New Day,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0695-3613-32,Next Choice One Dose,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0627-5671-82,Opcicon One-Step,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0011-3200-32,Option 2,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
5009-0114-12,Plan B One-Step,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0699-5361-62,PostDay One-Step,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0504-1942-22,Skyla,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0805-8410-02,Stix Restart,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0695-3620-02,Take Action,"Inhibit Ovum Fertilization, Progesterone Congeners, Progesterone Congeners, Progestin, Progestin-containing Intrauterine Device"
0011-3700-32,Basic Care Lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0683-9111-72,Berkley and Jensen Lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0461-2210-72,Good Neighbor Pharmacy Lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0011-3011-62,Good Sense Lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0011-3011-72,Good Sense lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
6201-1047-22,Health Mart lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0639-8158-22,Kirkland Signature Lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0639-8111-72,Kirkland Signature Lansoprazole Delayed Release,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0165-7169-72,LANSOPRAZOLE,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0009-3300-82,Lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0721-8937-02,Lansoprazole DR,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
5515-4025-32,Prevacid,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0011-3600-22,Prevacid 24 HR,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0647-6454-32,Prevacid SoluTab,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0368-0011-72,Topcare Lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0011-3711-62,basic care lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0724-7602-02,careone acid reducer,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0815-2200-12,caring mill lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0559-1011-72,dg health lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0411-6311-72,equaline lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0490-3537-32,equate lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0490-3541-12,equate lansoprazole delayed release,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0461-2269-82,good neighbor pharmacy lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
6201-1016-82,health mart lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0036-3121-22,lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0211-3056-42,safeway acid reducer,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0211-3018-12,signature care acid reducer,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0493-4830-12,sunmark lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0368-0029-52,topcare Lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0368-0039-22,topcare lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
0116-7311-72,up and up lansoprazole,"Inhibition Gastric Acid Secretion, Proton Pump Inhibitor, Proton Pump Inhibitors"
5009-0495-92,.Insulin Aspart Protamine and Insulin Aspart,"Insulin Analog, Insulin"
0002-4592-42,ADMELOG,"Insulin Analog, Insulin"
0008-8250-02,Apidra,"Insulin Analog, Insulin"
0008-8250-22,Apidra SoloStar,"Insulin Analog, Insulin"
0000-2771-52,BASAGLAR,"Insulin Analog, Insulin"
0016-9320-12,Fiasp,"Insulin Analog, Insulin"
0000-2751-02,Humalog,"Insulin Analog, Insulin"
6308-3155-62,Insulin,"Insulin Analog, Insulin"
5009-0495-52,Insulin Aspart,"Insulin Analog, Insulin"
7051-8323-62,Insulin Aspart Protamine and Insulin Aspart,"Insulin Analog, Insulin"
0730-7040-02,Insulin Degludec,"Insulin Analog, Insulin"
0095-5172-92,Insulin Glargine,"Insulin Analog, Insulin"
0095-5172-82,Insulin Glargine Solostar,"Insulin Analog, Insulin"
0000-2773-72,Insulin Lispro,"Insulin Analog, Insulin"
0000-2823-32,Insulin Lispro Protamine and Insulin Lispro Injectable Suspension,"Insulin Analog, Insulin"
0667-3377-32,Insulin lispro,"Insulin Analog, Insulin"
0000-2772-62,LYUMJEV,"Insulin Analog, Insulin"
0008-8222-02,Lantus,"Insulin Analog, Insulin"
0008-8221-92,Lantus Solostar,"Insulin Analog, Insulin"
0016-9368-72,Levemir,"Insulin Analog, Insulin"
0016-9210-02,NOVOLOG,"Insulin Analog, Insulin"
0016-9220-02,NovoLog Mix 70/30,"Insulin Analog, Insulin"
0000-2898-02,Rezvoglar,"Insulin Analog, Insulin"
0495-0219-62,SEMGLEE,"Insulin Analog, Insulin"
0002-4586-92,TOUJEO,"Insulin Analog, Insulin"
0002-4587-12,TOUJEO Max,"Insulin Analog, Insulin"
0016-9255-02,Tresiba,"Insulin Analog, Insulin"
0479-1887-42,Afrezza,"Insulin, Insulin"
0000-2821-52,Humulin,"Insulin, Insulin"
0033-8012-62,MYXREDLIN,"Insulin, Insulin"
0016-9183-32,Novolin,"Insulin, Insulin"
0759-8713-02,TEPEZZA,"Insulin-like Growth Factor-1 Receptor Inhibitor, Insulin-like Growth Factor-1 Receptor Inhibitors"
0647-6430-02,Entyvio,"Integrin Receptor Antagonist, Integrin Receptor Antagonists"
0644-0600-82,TYSABRI,"Integrin Receptor Antagonist, Integrin Receptor Antagonists"
0547-4600-12,Alferon,"Interferon alpha, Interferon-alpha"
0000-4035-02,Pegasys,"Interferon alpha, Interferon-alpha"
0008-5113-32,INTRON A,"Interferon alpha, Interferon-alpha, Interferon-alpha"
0596-2700-22,Avonex,"Interferon beta, Interferon-beta"
0596-2700-32,Avonex Pen,"Interferon beta, Interferon-beta"
0644-0601-12,Plegridy,"Interferon beta, Interferon-beta"
4408-7002-22,REBIF,"Interferon beta, Interferon-beta"
4408-7332-22,REBIF REBIDOSE,"Interferon beta, Interferon-beta"
0666-5850-12,GAMIFANT,"Interferon gamma Antagonists, Interferon gamma Blocker"
0759-8711-12,ACTIMMUNE,"Interferon gamma, Interferon-gamma"
0170-8940-52,GAMMA -12,"Interferon gamma, Interferon-gamma"
0170-8937-82,GUNA-INF GAMMA,"Interferon gamma, Interferon-gamma"
0170-8923-72,GUNA-REACT,"Interferon gamma, Interferon-gamma"
0666-5823-42,Kineret,"Interleukin 1 Receptor Antagonists, Interleukin-1 Receptor Antagonist"
0007-8033-12,Simulect,"Interleukin 2 Receptor Antagonists, Interleukin 2 Receptor-directed Antibody Interactions, Interleukin-2 Receptor Blocking Antibody"
0031-0173-02,FASENRA,"Interleukin 5 Receptor alpha-directed Antibody Interactions, Interleukin-5 Receptor alpha-directed Cytolytic Antibody"
0502-4213-52,ACTEMRA,"Interleukin 6 Receptor Antagonists, Interleukin-6 Receptor Antagonist"
0502-4213-82,Actemra,"Interleukin 6 Receptor Antagonists, Interleukin-6 Receptor Antagonist"
0502-4214-32,Actemra ACTPen,"Interleukin 6 Receptor Antagonists, Interleukin-6 Receptor Antagonist"
0002-4590-82,KEVZARA,"Interleukin 6 Receptor Antagonists, Interleukin-6 Receptor Antagonist"
0578-9406-02,STELARA,"Interleukin-12 Antagonist, Interleukin-12 Antagonists, Interleukin-23 Antagonist, Interleukin-23 Antagonists"
0578-9405-42,Stelara,"Interleukin-12 Antagonist, Interleukin-12 Antagonists, Interleukin-23 Antagonist, Interleukin-23 Antagonists"
0502-2234-62,Adbry,"Interleukin-13 Antagonist, Interleukin-13 Antagonists"
0007-8063-92,COSENTYX,"Interleukin-17A Antagonist, Interleukin-17A Antagonists"
